College,Program/Cluster,SDG Targeted,Year,Title,Authors,Date Presented in Conference/ Published,Scopus or Non-Scopus,Publication Format,Conference/ Venue,Country,Publication Title,PUBLISHED
CCIS,IT,SDG 9,2021,Structural Equation Model on Attracting and Catching SCOTINOPHARA COARCTATA using an Alternative Light Trap via Light Emitting Diodes,"Martillano, D.A.",Nov-21,Scopus,Proceeding,12th International Conference on Networking and Information Technology (ICNIT 2021) ,,12th International Conference on Networking and Information Technology Conference Proceeding ,PUBLISHED
CCIS,IT,SDG 9; SDG 11,2021,Development of a Simulated Portable Mesh Network via ESP8266-Based Devices with Utility Application,"Martillano, D.A.",Nov-21,Scopus,Proceeding,12th International Conference on Networking and Information Technology (ICNIT 2021) ,,12th International Conference on Networking and Information Technology Conference Proceeding ,PUBLISHED
ETYCB,Business Administration,SDG 8; SDG 11,2021,"The Impact of Entrepreneurial Characteristics on the Business Resiliency of Micro, Small and Medium Enterprises in the Philippines","Moreno, D.E.L.",Jun-21,Scopus,Journal,Directly Submitted to the International Journal of Management Studies and Social Science Research ISSN: 2582 - 0265,,IJMSSSR 2021 Vol.3 May to June 2021,PUBLISHED
ETYCB,Marketing,SDG 8,2021,"Atmospheric Cues Roles: Customer's Online Trust, Perceived Enjoyment, and Impulse Buying Behavior","Moreno, D.E.L.",Dec-21,Non-Scopus,Proceeding,Directly submitted to the Open Journal of Business and Management ,,Open Journal of Business and Management,PUBLISHED
MITL,ChE,SDG 9; SDG 11,2021,Preparation of Calcium Citrate Malate Using Citric Acid and Malic Acid with Calcium Hydroxide Synthesized from Duck Eggshell.,"Delos Reyes, R.A.S.",Apr-21,Scopus,Proceeding,12th International Conference on Materials and Manufacturing Technologies (ICMMT 2021) - Online Presentation,," Key Engineering Materials, 897, 117Ã¢â‚¬â€œ123. ",PUBLISHED
MITL,ChE,SDG 9; SDG 11,2020,Deionization Utilizing Reduced Graphene Oxide-Titanium Dioxide Nanotubes Composite for the Removal of Pb2+ and Cu2+,"Bautista-Patacsil, L.",Apr-19,Scopus,Journal,Directly Submitted to the Journal,,Journal of Environmental Chemical Engineering,PUBLISHED
MITL,ChE,SDG 12,2020,Fabrication of forward osmosis membrane using nata-de-coco as raw materials for desalination.,"Bautista-Patacsil, L.",Mar-20,Scopus,Journal,Directly Submitted to the Journal,,Taiwan Water Conservancy,PUBLISHED
MITL,ChE,SDG 12; SDG 9,2020,Characterization of Low-Pressure Nitrogen Plasma Discharge and Pre-Oxidation on the Surface Characteristics of Activated Carbons. ,"Abdon, R.G.P.",Jun-20,Scopus,Journal,Directly Submitted to the Journal,,Materials Science Forum,PUBLISHED
MITL,CE,SDG 12; SDG 9,2020,Mechanical Properties of Recycled Polypropylene Macro Flat Fiber Reinforced Concrete with Rice Hull Ash as Partial Replacement to Cement.,"Principio, N.L.",Aug-20,Scopus,Journal,Directly Submitted to the Journal,,Key Engineering Materials,PUBLISHED
MITL,EE,SDG 11; SDG 12,2020,Individual Load Monitoring of Appliances for Home Energy Management System. ,"Loyola, M. C.B.",Jul-20,Scopus,Journal,Directly Submitted to the Journal,,"International Journal of Electrical and Electronic Engineering & Telecommunications Vol. 9, No. 4, July 2020.",PUBLISHED
MITL,ME,SDG 7; SDG 9,2020,Mechanical Interface of Flywheel Kinetic Energy Recovery System on Motorized Tricycles,"Atienza, A.H.",Feb-20,Scopus,Journal,Directly Submitted to the Journal,,Journal of Physics: Conference Series,PUBLISHED
MITL,ME,SDG 7,2020,Coconut Shell Feedstock Based Top Lit Updraft Gasifier for Biochar and Heat Cogeneration. ,"Atienza, A.H.",Feb-20,Scopus,Journal,Directly Submitted to the Journal,,Journal of Physics: Conference Series,PUBLISHED
MITL,ME,SDG 12; SDG 9,2020,Multi-Directional Forced Convection Kiln Oven Drying System for Bamboo Culms.,"Atienza, A.H.",Oct-19,Scopus,Proceeding,"The 2019 6th International Conference on Advanced Materials, Mechanics and Structural Engineering, Seoul, South Korea",South Korea,IOP Conference Series: Materials Science and Engineering,PUBLISHED
MITL,ME,SDG 12; SDG 9,2020,Steam Integrated Flattening Machine for Bamboo Culms. ,"Atienza, A.H.",Oct-19,Scopus,Proceeding,"The 2019 6th International Conference on Advanced Materials, Mechanics and Structural Engineering, Seoul, South Korea",South Korea,IOP Conference Series: Materials Science and Engineering Volume 739,PUBLISHED
CCIS,IT,SDG 9,2020,Transcription of guitar chords from acoustic audio,"Ilao, A.",Aug-20,Scopus,Journal,Submitted directly to Journal of Advances in Information Technology,,"Journal of Advances in Information Technology Vol. 11, No. 3, August 2020",PUBLISHED
MITL,ChE,SDG 9; SDG 11,2019,Sustainable Desalination by 3:1 Reduced Graphene Oxide/Titanium Dioxide Nanotubes (rGO/TiONTs) Composite via Capacitive Deionization at Different Sodium Chloride Concentrations. ,"Bautista-Patacsil, L.",Sep-19,Scopus,Journal,Directly Submitted to the Journal,,Nanomaterials (Basel),PUBLISHED
MITL,ChE,SDG 9,2019,Optimization and economic performance improvement of processes using aspen HYSYS and streamlined life cycle assessment.,"Aquino, J.R.",Jul-19,Scopus,Proceeding,6TH INTERNATIONAL CONFERENCE ON ENVIRONMENT (ICENV2018,,AIP Conference Proceedings,PUBLISHED
MITL,ChE,SDG 11; SDG 12,2019,Desalination performance of a forward osmosis membrane from acetylated nata de coco (bacterial cellulose).,"Bautista-Patacsil, L.",Jul-19,Scopus,Proceeding,6TH INTERNATIONAL CONFERENCE ON ENVIRONMENT (ICENV2018,,AIP Conference Proceedings,PUBLISHED
MITL,CE,SDG 13,2019,Flood evacuation decision modeling for high-risk urban area in the Philippines.,"Lim, M.B.B.",Jun-19,Scopus,Journal,Directly Submitted to the Journal,,"Asia Pacific Management Review. Volume 24, Issue 2, Pages 106-113.",PUBLISHED
MITL,CE,SDG 7; SDG 9,2019,Developing a hydrological simulation tool to design bioretention in a watershed,"Ligaray, M.",Dec-19,Scopus,Journal,Directly Submitted to the Journal,,Environmental Modelling & Software,PUBLISHED
MITL,CpE,SDG 7; SDG 9,2019,GSM-Based Automobile Ignition Stopping and GPS Tracking with Thief Image Capturing.,"Ortiz, K.J.P.",Dec-19,Scopus,Proceeding,2019 2nd World Symposium on Communication Engineering (WSCE),,IEEE Xplore Digital Library,PUBLISHED
MITL,EE,SDG 7; SDG 9; SDG 11,2019,Energy Monitoring and Consumption Reduction by Automated Branch Circuit Actuation for Tertiary Mainstreet Establishments. ,"Dugay, K.D.",Dec-19,Scopus,Proceeding,2019 2nd World Symposium on Communication Engineering (WSCE),,IEEE Xplore Digital Library,PUBLISHED
MITL,EE,SDG 9,2019,"Internet-Based Electric Meter with Theft Detection, Theft Notification and Consumption Monitoring for Residential Power Lines Using Wireless Network Technology","Loyola, M. C.B.",Sep-19,Scopus,Journal,Directly Submitted to the Journal,,International Journal of Electrical and Electronic Engineering & Telecommunications. 238-246.,PUBLISHED
MITL,ECE,SDG 7; SDG 9,2019,FPGA Based Powerline and Baseline Interference Removal in Electrocardiogram Using Modified EWT-DWT Filtering. ,"Garcillanosa, M.C.",Dec-19,Scopus,Proceeding,2019 2nd World Symposium on Communication Engineering (WSCE),,IEEE Xplore Digital Library,PUBLISHED
MITL,ECE,SDG 9,2019,Value-based utility implementation in software-defined testbed for sensor data traffic management.,"Alipio, M.I.",Dec-19,Scopus,Journal,Directly Submitted to the Journal,,"Future Generation Computer Systems, Volume 101, ",PUBLISHED
MITL,ECE,SDG 15; SDG 13,2019,On the design of Nutrient Film Technique hydroponics farm for smart agriculture. ,"Alipio, M.I.",Jul-19,Scopus,Journal,Directly Submitted to the Journal,,"Engineering in Agriculture, Environment and Food. ",PUBLISHED
MITL,ECE,SDG 11,2019,SDN-Enabled Value-Based Traffic Management Mechanism in Resource-Constrained Sensor Devices.,"Alipio, M.I.",Jan-19,Scopus,Proceeding,"2019 International Conference on Information Networking (ICOIN), Kuala Lumpur, Malaysia, 2019",Malaysia,IEEE Xplore Digital Library,PUBLISHED
MITL,IE,SDG 3; SDG 10,2019,Risk Reduction Among Adult Walker Users: An Ergonomic Innovation. ,"Godilano, E.C.",Jan-19,Scopus,Proceeding,2018 IEEE International Conference on Industrial Engineering and Engineering Management (IEEM)/ Bangkok Thailand,Thailand,IEEE Xplore Digital Library,PUBLISHED
MITL,IE,SDG 3; SDG 10,2019,WMSD Risk Reduction Among Grocery Shoppers and Clerks by Redesigning Double Basket Shopping Carts. ,"Godilano, E.C.",Jan-19,Scopus,Proceeding,2018 IEEE International Conference on Industrial Engineering and Engineering Management (IEEM)/ Bangkok Thailand,Thailand,IEEE Xplore Digital Library,PUBLISHED
ETYCB,Tourism,SDG 11; SDG 13,2019,Destination competiteveness of beach tourism: A case of batangas province towards sustainability,"Mandigma, E.C. Jr.;Ruiz, M.U.;De Vero, F.J.",Mar-19,Scopus,Journal,Directly submitted to the Asia-Pacific Journal of Innovation in Hospitality and Tourism,,Asia-Pacific Journal of Innovation in Hospitality and Tourism,PUBLISHED
ETYCB,Tourism,SDG 11; SDG 13,2019,"Strategic marketing framework of Community Based Ecotourism: A case of Panguil, Laguna Philippines towards sustainable perspective","Ruiz, M.U.;Mandigma, E.;De Vero, F.",Sep-19,Scopus,Journal,Directly submitted to the Asia-Pacific Journal of Innovation in Hospitality and Tourism,,Asia-Pacific Journal of Innovation in Hospitality and Tourism,PUBLISHED
CCIS,IT,SDG 15,2019,Wireless network enabled rice black bug traps with meteorological wind sensory system and intelligent trap distance detection using IoT technology,"Martillano, D.A.",Oct-19,Scopus,Proceeding,Proceedings of the 2019 International Communication Engineering and Cloud Computing Conference,,ACM International Conference Proceeding Series,PUBLISHED
CCIS,IT,SDG 10,2019,Tactica: An android-based low-cost assistive tactile device on basic braille notation reading for visually impaired students in SPED centers with IoT technology,"Martillano, D.A.",Jul-19,Scopus,Journal,Directly submitted to Journal of Communications ,,Journal of Communications,PUBLISHED
CCIS,IT,SDG 9,2019,SIMULINE: Cloud-based waiting line management tool with mobile technology,"Tortor, R.N.",May-19,Scopus,Proceeding,Proceedings of the 2019 International Conference on E-business and Mobile Commerce,,ACM International Conference Proceeding Series,PUBLISHED
CCIS,IT,SDG 3; SDG 9,2019,BMIMatic: Body mass index derivation from captured images,"Ilao, A.",Aug-19,Scopus,Proceeding,11th International Conference on Digital Image Processing,,Proceedings of SPIE - The International Society for Optical Engineering,PUBLISHED
CCIS,IT,SDG 9; SDG 13,2019,Multi zone-based surface air quality monitoring via internet of things,"Martillano, D.A.",Jul-19,Scopus,Journal,Directly submitted to Journal of Communications ,,Journal of Communications,PUBLISHED
CCIS,CS,SDG 6; SDG 13 ,2019,Developing a hydrological simulation tool to design bioretention in a watershed,"Ligaray, M.V.",Dec-19,Scopus,Proceeding,Directly Submitted to Environmental Modelling and Software Journal,,Environmental Modelling and Software Journal,PUBLISHED
CCIS,CS,SDG 9; SDG 16,2019,An online workflow management system for streamlining the processing of Business Permits in a local government unit,"Tortor, R.N.",May-19,Scopus,Proceeding,2019 International Conference on E-business and Mobile Commerce/ Taichung Taiwan,Taiwan,Proceedings of the 2019 International Conference on E-business and Mobile Commerce/ ACM,PUBLISHED
MITL,ChE,SDG 14; SDG 6,2018,Evaluation of bacterial cellulose-sodium alginate forward osmosis membrane for water recovery.,"Bautista-Patacsil, L.",Apr-18,Scopus,Journal,Directly Submitted to the Journal,,Jurnal Teknologi 80(3-2),PUBLISHED
MITL,ChE,SDG 9,2018,Synthesis of Reduced Graphene Oxide/Titanium Dioxide Nanotubes (rGO/TNT) Composites as an Electrical Double Layer Capacitor,"Bautista-Patacsil, L.",Nov-18,Scopus,Journal,Directly Submitted to the Journal,,Nanomaterials (Basel),PUBLISHED
MITL,CpE,SDG 3; SDG 9,2018,IoT: Electrocardiogram (ECG) Monitoring System. Indonesian Journal of Electrical Engineering and Computer Science.,"Ortiz, K.J.P.",May-18,Scopus,Journal,Directly Submitted to the Journal,,TheÃ‚Â Indonesian Journal of Electrical Engineering and Computer ScienceÃ‚Â (IJEECS),PUBLISHED
MITL,EE,SDG 7,2018,Microcontroller-based Control and Data Acquisition System for a Grid-connected Renewable Energy System.,"Dugay, K.D.",Aug-18,Scopus,Journal,Directly Submitted to the Journal,,"TELKOMNIKA, Vol.16, No.4, pp. 1481~1489 ",PUBLISHED
MITL,EE,SDG 11; SDG 7; SDG 9,2018,Development of a Microcontroller-Based Relaying System for Grid-Connected Photovoltaic Systems for Small Appliance Loads.,"Dugay, K.D.",Apr-18,Scopus,Journal,Directly Submitted to the Journal,,"Journal of Telecommunication, Electronic and Computer Engineering (JTEC)",PUBLISHED
MITL,EE,SDG 11; SDG 7; SDG 9,2018,Performance of Super Capacitor as Solar Energy Storage and Electric TricycleÃ¢â‚¬â„¢s Power Source. ,"Loyola, M. C.B.",Apr-18,Scopus,Journal,Directly Submitted to the Journal,,"Journal of Telecommunication, Electronic and Computer Engineering (JTEC)",PUBLISHED
MITL,ECE,SDG 9,2018,Smart Detection and Reporting of Potholes via Image-Processing using Raspberry-Pi Microcontroller.,"Garcillanosa, M.C.",Jan-18,Scopus,Proceeding,2018 10th International Conference on Knowledge and Smart Technology (KST),,IEEE Explore Proceeding,PUBLISHED
MITL,IE,SDG 3; SDG 10,2018,Design of an ergonomie wheelbarrow to reduce physiological demands of general users. ,"Godilano, E.C.",Jun-18,Scopus,Proceeding,2018 5th International Conference on Industrial Engineering and Applications (ICIEA),,IEEE Xplore Digital Library,PUBLISHED
MITL,IE,SDG 3; SDG 10,2018,"Design of an ergonomie classroom chair and desk for preschool students of selected public schools in Cabuyao City, Laguna. ","Godilano, E.C.",Jun-18,Scopus,Proceeding,2018 5th International Conference on Industrial Engineering and Applications (ICIEA),,IEEE Xplore Digital Library,PUBLISHED
CCIS,CS,SDG 9,2018,Improving trend analysis utilizing misra-gries algorithm of user responses acquired from an audience response system,"Doniza, S.Y.",Dec-18,Scopus,Journal,Directly submitted to EA I/Springer Innovations in Communication and Computing,,EAI/Springer Innovations in Communication and Computing,PUBLISHED
CCIS,IT,SDG 9; SDG 11,2018,Web and mobile ticketing and service tracking for customer engagement of a small accounting firm,"Red, E.R.",Jan-18,Scopus,Proceeding,Ã‚Â Proceedings of the 2019 International Conference on E-business and Mobile Commerce,,ACM International Conference Proceeding Series,PUBLISHED
CCIS,IT,SDG 9; SDG 15,2018,Pindots: An assistive six-dot braille cell keying device on basic notation writing for visually impaired students with IoT technology,"Martillano, D.A.",Nov-18,Scopus,Proceeding,Proceedings of the 2018 2nd International Conference on Education and E-Learning,,ACM International Conference Proceeding Series,PUBLISHED
CCIS,IT,SDG 4,2018,Classification of public elementary studentsâ€™ game play patterns in a digital game-based learning system with pedagogical agent,"Red, E.R.",Jan-18,Scopus,Proceeding,Proceedings of the 6th International Conference on Information and Education Technology,,ACM International Conference Proceeding Series,PUBLISHED
MITL,ChE,SDG 9,2017,Synthesis of novel potassium peroxodisulfate-modified titanium dioxide for photocatalytic oxidation of acetaminophen under visible light irradiation.,"Tolosa, N.C.",Nov-16,Scopus,Journal,Directly Submitted to the Journal,,International Journal of Environmental Science and TechnologyÂ ,PUBLISHED
MITL,ChE,SDG 12; SDG 9,2017,"Transesterification of soybean oil using a novel heterogeneous base catalyst: Synthesis and characterization of Na-pumice catalyst, optimization of transesterification conditions, studies on reaction kinetics and catalyst reusability.","Tolosa, N.C.",Dec-17,Scopus,Journal,Directly Submitted to the Journal,,"Fuel. Volume 209, Pages 246-253",PUBLISHED
MITL,ChE,SDG 9,2017,Degradation of gaseous formaldehyde via visible light photocatalysis using multi- element doped titania nanoparticles.,"Tolosa, N.C.",May-17,Scopus,Journal,Directly Submitted to the Journal,,"Chemosphere. Volume 182,Â September 2017, Pages 174-182",PUBLISHED
MITL,ChE,SDG 9,2017,In-Plane Longitudinal Cutting in Single-Crystal Silicon Wafer Surface Micromachining.,"Delos Reyes, R.A.S.",Aug-17,Scopus,Journal,Directly Submitted to the Journal,,"In Solid State Phenomena (Vol. 261, pp. 93â€“100)",PUBLISHED
MITL,ChE,SDG 9,2017,Packing Efficiency Characterization of SiC Abrasive Machining Particles for Photovoltaic Silicon Wafer Slicing.,"Delos Reyes, R.A.S.",Mar-17,Scopus,Journal,Directly Submitted to the Journal,,"Materials Science Forum (Vol. 890, pp. 375â€“379)",PUBLISHED
MITL,CE,SDG 9; SDG 12,2017,Compressive Strength and Chloride Penetration Tests of Modified Type IP Cement Concrete with Rice Ash,"Lopez, N.E.",Feb-17,Scopus,Journal,Directly Submitted to the Journal,,"Procedia Engineering. Volume 171, 2017, Pages 543-548",PUBLISHED
MITL,CpE,SDG 3,2017,IoT-based pulmonary monitoring system.,"Ortiz, K.J.P.",Dec-17,Scopus,Proceeding,"2017 IEEE 6th Global Conference on Consumer Electronics (GCCE 2017), Nagoya, Japan",Japan,IEEE Xplore Digital Library,PUBLISHED
MITL,CpE,SDG 9,2017,Microcontroller based foot operated mouse using a sensor pad as an alternative to a conventional mouse.,"Ortiz, K.J.P.",Mar-17,Scopus,Proceeding,"2016 IEEE Advanced Information Management, Communicates, Electronic and Automation Control Conference (IMCEC)",,IEEE Xplore Digital Library,PUBLISHED
MITL,EE,SDG 7; SDG 9,2017,Optimization of Rainwater Potential Energy Conversion for Less Than 100-Watt Power Applications.,"Dugay, K.D.",May-17,Scopus,Journal,Directly Submitted to the Journal,,"American Scientific Publishers. Advanced Science Letters, Volume 23, pp. 4514-4517(4)",PUBLISHED
MITL,ECE,SDG 9; SDG 11,2017,Vehicle traffic and flood monitoring with reroute system using Bayesian networks analysis.,"Alipio, M.I.",Dec-17,Scopus,Proceeding,"2017 IEEE 6th Global Conference on Consumer Electronics (GCCE 2017), Nagoya, Japan",Japan,IEEE Xplore Digital Library,PUBLISHED
MITL,ECE,SDG 15; SDG 13,2017,A smart hydroponics farming system using exact inference in Bayesian network.,"Alipio, M.I.",Dec-17,Scopus,Proceeding,"2017 IEEE 6th Global Conference on Consumer Electronics (GCCE 2017), Nagoya, Japan",Japan,IEEE Xplore Digital Library,PUBLISHED
MITL,ECE,SDG 3,2017,Design and Implementation of Vital Signs Simulator for Patient Monitor,"Narvaez, J.M.",Jun-17,Scopus,Journal,Directly Submitted to the Journal,,"Journal of Telecommunication, Electronic and Computer Engineering. e- ISSN: 2289-8131 Vol. 9 No. 2-4.",PUBLISHED
MITL,ECE,SDG 9,2017,Demonstration of Quality of Service Mechanism in an Open Flow testbed.,"Alipio, M.I.",Mar-17,Scopus,Proceeding,"2016 IEEE Advanced Information Management, Communicates, Electronic and Automation Control Conference (IMCEC)",,IEEE Xplore Digital Library,PUBLISHED
MITL,ECE,SDG 3; SDG 10,2017,Audio-assisted standalone microcontroller-based Braille System Tutor for Grade 1 Braille symbols,"Garcillanosa, M.C.",Mar-17,Scopus,Proceeding,"2016 IEEE Advanced Information Management, Communicates, Electronic and Automation Control Conference (IMCEC)",,IEEE Xplore Digital Library,PUBLISHED
CCIS,IT,SDG 9; SDG 13,2017,Android based real-time industrial emission monitoring system using IoT technology,"Martillano, D.A.",Nov-19,Scopus,Journal,Directly submitted to Journal of Communications ,,"Journal of Communications Vol. 12, No. 11, November 2017",PUBLISHED
CCIS,IT,SDG 3; SDG 9; SDG 11,2017,Human weight derivation through mosteller's body surface area applied to web camera images,"Ilao, A.",Jun-17,Scopus,Journal,"Directly submitted to Journal of Telecommunication, Electronic and Computer Engineering (JTEC)",,"Journal of Telecommunication, Electronic and Computer Engineering (JTEC)",PUBLISHED
CCIS,IT,SDG 9,2017,Skin-tone segmentation in real-time vision of basic hand sign through pattern recognition using hidden Markov,"Ilao, A.",Jun-17,Scopus,Journal,"Directly submitted to Journal of Telecommunication, Electronic and Computer Engineering (JTEC)",,"Journal of Telecommunication, Electronic and Computer Engineering (JTEC)",PUBLISHED
CAS,SCIENCE,SDG 4,2017,"A mathematical model of the interaction of abscisic acid, ethylene and methyl jasmonate on stomatal closure in plants","Nazareno, A.L.;Hernandez, B.S.",Feb-17,Scopus,Journal,Directly Submitted to National Library of Medicine (PLoS ONE)/USA,United States,PLoS ONE 12(2) doi: 10.1371/journal.pone.0171065,PUBLISHED
CAS,SCIENCE,SDG 4,2017,Temperature dependence of degradation of colored oxo-biodegradable low-density polyethylene films under accelerated thermal aging,"Maalihan, R.D.;Pajarito, B.B.",Oct-31,Scopus,Proceeding,"5th International Conference on Material Science and Engineering Technology (5thICMSET), October 29-31, 2016, University of Tokyo, Japan",Japan,Materials Science Forum Volume 890,PUBLISHED
MITL,ChE,SDG 9,2016,Relationship between tensile modulus and oxygen uptake of pro-oxidant loaded low-density polyethylene films during heat aging.,"Pajarito, B.B.",Aug-16,Scopus,Proceeding,2016 6th International Conference on Key Engineering Materials ,,"Key Engineering Materials (In Press), ISSN: 1662-9795",PUBLISHED
MITL,CpE,SDG 3; SDG 9,2016,Face recognition system for electronic medical record to access outpatient information.,"Pabiania, M.D.",Jun-16,Scopus,Proceeding,"2015 Recent Advancement in Informatics, Electrical & Electronics Engineering International Conference, Medan Indonesia",Indonesia,"Jurnal Teknologi, ISSN: 21803722, 01279699",PUBLISHED
MITL,IE,SDG 12,2016,"Improvement of Productivity Rate of JIT #262, Creams, Liquids, Lotions Department of a Cosmetics Company.","Godilano, E.C.;Villanueva, R.C.",Sep-15,Scopus,Proceeding,"2016 International Conference on Industrial Engineering and Operations Management Kuala Lumpur, Malaysia, March 8-10, 2016",Malaysia,Proceedings of the 2015 International Conference on Industrial Engineering and Operations Management,PUBLISHED
CAS,SCIENCE,SDG 4,2016,Relationship between tensile modulus and oxygen uptake of prooxidant loaded low-density polyethylene films during heat aging,"Maalihan, R.D.;Pajarito, B.B.",Aug-16,Scopus,Journal,Directly Submitted to Key Engineering Materials ,,Key Engineering Materials (Volume 705),PUBLISHED
CAS,MATH,SDG 4,2016,Resistance distance in complete n-partite graphs,"Gervacio, S.V.",Apr-16,Scopus,Journal,Directly Submitted to Journal of Discrete Applied Mathematics Volume ,,"Discrete Applied Mathematics Volume 203, 20 April 2016, Pages 53-61",PUBLISHED
CAS,MATH,SDG 4,2016,Grassmannian codes as lifts of matrix codes derived as images of linear block codes over finite fields,"Hernandez, B.S.;Sison, V.P.",Feb-15,Scopus,Journal,Directly Submitted to Global Journal of Pure and Applied Mathematics,,"Global Journal of Pure and Applied Mathematics ISSN 0973-1768 Volume 12, Number 2 (2016), pp. 1801â€“1820",PUBLISHED
MITL,ChE,SDG 13; SDG 11,2015,Airborne Volatile Organic Compounds in Urban and Industrial Locations in Four Developing Countries.,"Parao, A.E.",Oct-15,Scopus,Journal,Directly Submitted to the Journal,,Atmospheric Environment Journal ISSN: 1352-2310.,PUBLISHED
MITL,ChE,SDG 9,2015,A proposed Mechanism for the Thickening Behavior of SiC- Polyethylene Glycol Abrasive Slurry during Silicon Ingot Slicing into Wafers for Photovoltaic Applications.,"Delos Reyes, R.A.S.",Apr-15,Non-Scopus,Proceeding,"International Conference On Advances in Mechanical, Aeronautical and Production Techniques â€“ MAPT, April 11-12, 2015, Kuala Lumpur, Malaysia. ",Malaysia,"Proceedings on the International Conference On Advances in Mechanical, Aeronautical and Production Techniques ",PUBLISHED
MITL,CE,SDG 12,2015,Wood-Tile Quality Composite Board From Coco Coir Dust and Unplasticized Polyvinyl Chloride Waste Materials.,"Del Pilar, H.M.",Jan-15,Scopus,Journal,Directly Submitted to the Journal,,"GEOMATE, Vol. 8, No. 2 (Sl. No. 16): 1250-1256. ",PUBLISHED
MITL,CpE,SDG 9,2015,Automated Shelf Locator Using Voice Recognition.,"Ortiz, K.J.P.",Jun-19,Non-Scopus,Proceeding,"University of Immaculate Conception-Bajada Campus, Davao City, Philippines. ",Philippines,Proceedings on 3rd ICpEP National Conference (CATE2015),PUBLISHED
MITL,CpE,SDG 9,2015,Design of Local Flood Early Warning System Using SMS Technology and Ultrasonic Sensor Module with Filtering and Increase Rate Detection through Residual Analysis.,"Bitor, R.R.",Jun-19,Non-Scopus,Proceeding,"University of Immaculate Conception-Bajada Campus, Davao City, Philippines. ",Philippines,Proceedings on 3rd ICpEP National Conference (CATE2015),PUBLISHED
MITL,IE,SDG 3; SDG 9,2015,Risk Assessment towards Innovative Ergonomic Design of a Tricycle.,"Godilano, E.C.;Villanueva, R.C.",Apr-15,Scopus,Proceeding,"5th International Conference on Industrial Engineering & Operations Management. March 3-5, 2015, Dubai",Dubai,IEEE Xplore Digital Library,PUBLISHED
MITL,IE,SDG 9 ,2015,Set-up Time Reduction at Stamping Station 1 of Tri-R Allied Industries Incorporated.,"Villanueva, R.C.",Apr-15,Scopus,Proceeding,"5th International Conference on Industrial Engineering & Operations Management. March 3-5, 2015, Dubai",Dubai,IEEE Xplore Digital Library,PUBLISHED
ETYCB,Entrepreneurship,SDG 8,2015,"Assessment on the Pivotal Role of the Philippine Entrepreneurship	35 Education in the Development of Micro, Small, and Medium Enterprises (MSMEs) Sector.","Morandarte, M.C.",Dec-15,Scopus,Journal,Directly Submitted to the Review of Integrative Business and Economics Research,,Review of Integrative Business and Economics Research,PUBLISHED
ETYCB,Entrepreneurship,SDG 8,2015,A Guideline to the Small And Medium Enterprise (SME) Construction Firms in the Philippines.,"Juanzon, J.B.P.",Dec-05,Non-Scopus,Proceeding,"41st National Convention Philippine Institute of Civil Engineers, Inc.,  SMX Convention Center, Bacolod City.",Philippines,Proceedings of the 41st National Convention Philippine Institute of Civil Engineer,PUBLISHED
ETYCB,Entrepreneurship,SDG 8,2015,Awareness Level towards Implementing ISO 9001:2008 of Selected Small & Medium Enterprise (SME) Construction Firms in the Philippines.,"Juanzon, J.B.P.",Sep-23,Non-Scopus,Journal,Directly Submitted to the Journal of Advanced Management Science (JOAMS) Vol 3 No 3. ,,Journal of Advanced Management Science (JOAMS) Vol 3 No 3. ,PUBLISHED
ETYCB,Hospitality Management,SDG 4,2015,Soft Skills Readiness Evaluation: From Preparation to Profession.,"Austria, M.R.R.",Jul-07,Non-Scopus,Proceeding,"The Macau Conference On Hospitality, Leisure, Sports, And Tourism Management, organized by the IBAC July 7-9, 2015, Macau, China. ",China,"Proceedings of the Macau Conference on Hospitality, Leisure, Sport and Tourism Management",PUBLISHED
ETYCB,Tourism,SDG 11; SDG 13,2015,"Assessment on Environmental Impacts of Tourism in Pangil, Laguna Philippines as Perceived by Stakeholders","Ruiz, M.U.",Jul-24,Scopus,Proceeding,"3rd International Conference on Hospitality, Leisure, Sports, and Tourism / Waseda University, Osaka, Japan. ",Japan,"Proceedings of the 3rd International Conference on Hospitality, Leisure, Sports and Tourism",PUBLISHED
CCIS,IT,SDG 4,2015,Classification of studentsâ€™ performance in a Learning Management System using their e-learning readiness attributes.,"Red, E.R.",Apr-03,Scopus,Proceeding,"2015 International Conference on e-Commerce, e-Administration, e-Society, e-Education, and e-Technology (e-CASE & e-Tech 2015)",,"Proceedings on e-Commerce, e-Administration, e-Society, e-Education, and e-Technology, Kuala Lumpur, Malaysia. ",PUBLISHED
CCIS,IT,SDG 9; SDG 11,2015,Design and Development of a Mobile Persuasive Game on Code of Conduct Awareness for Eco-Park Visitors.,"Red, E.R.",Dec-12,Scopus,Proceeding,"Proceedings of the 12th International Conference on eLearning for Knowledge-based Society 2015, Bangkok, Thailand",Thailand,12th International Conference on eLearning for Knowledge-Based Society Conference Proceeding,PUBLISHED
CAS,SCIENCE,SDG 4,2015,The Influence of Educational Technology in Improving the Performance of Students in Chemistry.,"Dampil, F.G.",Jan-15,Scopus,Journal,Directly Submitted to International Journal of Information and Education Technology ,,IJIET 2015 Vol.5(11): 822-825 ISSN: 2010-3689,PUBLISHED
